,STATE_ZONE,Mixing_heights,Date,Time,PILS,CWA,Altitude,Mixing_heights_ft,NWS_km,,,
471,**THU,6000,2015-08-16,1729,PDT,PDT,2.74,6000,1.8288,,,
472,**THU,6000,2015-08-16,225,PDT,PDT,2.74,6000,1.8288,,,
473,**THU,3000,2015-08-16,933,PDT,PDT,2.74,3000,0.9144,,,
474,**THU,4500,2015-08-16,955,PDT,PDT,2.74,4500,1.3716,,,
475,**THU,5000,2015-08-16,1454,PDT,PDT,2.74,5000,1.524,,,
476,**THU,6000,2015-08-16,1729,PDT,PDT,2.74,6000,1.8288,,,
477,**THU,6000,2015-08-16,225,PDT,PDT,2.74,6000,1.8288,,,
478,**THU,3000,2015-08-16,933,PDT,PDT,2.74,3000,0.9144,,,
479,**THU,4500,2015-08-16,955,PDT,PDT,2.74,4500,1.3716,,,
480,**THU,5000,2015-08-16,1454,PDT,PDT,2.74,5000,1.524,,,
481,**THU,6000,2015-08-16,1729,PDT,PDT,2.74,6000,1.8288,,,
482,.DSCU,4500,2013-08-10,1300,OTX,OTX,3.01,4500,1.3716,,,
483,.DSCU,7000,2013-08-10,1956,OTX,OTX,3.01,7000,2.1336,,,
484,.DSCU,4500,2013-08-10,1300,OTX,OTX,3.01,4500,1.3716,,,
485,.DSCU,7000,2013-08-10,1956,OTX,OTX,3.01,7000,2.1336,,,
486,.DSCU,4500,2010-08-02,1721,OTX,OTX,3.19,4500,1.3716,,,
487,.DSCU,4500,2010-08-02,1721,OTX,OTX,3.19,4500,1.3716,,,
488,Ho an,6500,2018-08-08,1733,OTX,OTX,3.64,6500,1.9812,,,
489,.DSCU,5400,2018-08-08,1813,OTX,OTX,3.64,5400,1.64592,,,
490,.DSCU,8000,2018-08-08,2050,OTX,OTX,3.64,8000,2.4384,,,
491,.DSCU,6100,2018-08-08,2252,OTX,OTX,3.64,6100,1.85928,,,
492,Th fi,2600,2017-08-05,734,OTX,OTX,3.43,2600,0.79248,,,
493,.DSCU,3500,2017-08-05,1714,OTX,OTX,3.43,3500,1.0668,,,
494,Smke ,4500,2017-08-05,2030,OTX,OTX,3.43,4500,1.3716,,,
495,.DSCU,6000,2014-08-06,136,OTX,OTX,3.58,6000,1.8288,,,
496,.DSCU,6000,2014-08-06,136,OTX,OTX,3.58,6000,1.8288,,,
497,Sk/we,4500,2018-08-01,1217,OTX,OTX,3.28,4500,1.3716,,,
498,Weter,2800,2018-08-01,1251,OTX,OTX,3.28,2800,0.85344,,,
501,.DSCU,3100,2018-08-01,1501,OTX,OTX,3.28,3100,0.94488,,,
502,Th ri,4000,2018-08-01,1519,OTX,OTX,3.28,4000,1.2192,,,
503,Th ri,4000,2018-08-01,1530,OTX,OTX,3.28,4000,1.2192,,,
504,.DSCU,8200,2018-08-01,1850,OTX,OTX,3.28,8200,2.49936,,,
505,A idg,3500,2018-08-01,1948,OTX,OTX,3.28,3500,1.0668,,,
506,A idg,5500,2018-08-01,2237,OTX,OTX,3.28,5500,1.6764,,,
507,Sk/we,4500,2018-08-01,1217,OTX,OTX,3.28,4500,1.3716,,,
508,Weter,2800,2018-08-01,1251,OTX,OTX,3.28,2800,0.85344,,,
511,.DSCU,3100,2018-08-01,1501,OTX,OTX,3.28,3100,0.94488,,,
512,Th ri,4000,2018-08-01,1519,OTX,OTX,3.28,4000,1.2192,,,
513,Th ri,4000,2018-08-01,1530,OTX,OTX,3.28,4000,1.2192,,,
514,.DSCU,8200,2018-08-01,1850,OTX,OTX,3.28,8200,2.49936,,,
515,A idg,3500,2018-08-01,1948,OTX,OTX,3.28,3500,1.0668,,,
516,A idg,5500,2018-08-01,2237,OTX,OTX,3.28,5500,1.6764,,,
517,FOECA, 6000-7000,2013-09-01,1011,RIW,RIW,5.71,6500,1.9812,,,
520,FOECA, 7000-8000    ,2013-09-01,1044,RIW,RIW,5.71,7500,2.286,,,
521,FOECA, 7100-8100    ,2013-09-01,1054,RIW,RIW,5.71,7600,2.31648,,,
522,FOECA, 6000-7000,2013-09-01,1011,RIW,RIW,5.71,6500,1.9812,,,
525,FOECA, 7000-8000    ,2013-09-01,1044,RIW,RIW,5.71,7500,2.286,,,
526,FOECA, 7100-8100    ,2013-09-01,1054,RIW,RIW,5.71,7600,2.31648,,,
527,FOECA, 6000-7000,2013-09-01,1011,RIW,RIW,5.71,6500,1.9812,,,
530,FOECA, 7000-8000    ,2013-09-01,1044,RIW,RIW,5.71,7500,2.286,,,
531,FOECA, 7100-8100    ,2013-09-01,1054,RIW,RIW,5.71,7600,2.31648,,,
532,FOECA,6500-7500  ,2018-08-05,901,RIW,RIW,5.095,7000,2.1336,,,
533,FOECA,9200,2018-08-05,1007,RIW,RIW,5.095,9200,2.80416,,,
534,FOECA,9400,2018-08-05,1101,RIW,RIW,5.095,9400,2.86512,,,
535,FOECA,11400,2018-08-05,1752,RIW,RIW,5.095,11400,3.47472,,,
536,FOECA,12000,2018-08-16,841,RIW,RIW,4.9,12000,3.6576,,,
537,FOECA,9000,2018-08-16,920,RIW,RIW,4.9,9000,2.7432,,,
538,FOECA,12000,2018-08-16,841,RIW,RIW,4.9,12000,3.6576,,,
539,FOECA,9000,2018-08-16,920,RIW,RIW,4.9,9000,2.7432,,,
540,FOECA,12000,2018-08-16,841,RIW,RIW,4.9,12000,3.6576,,,
541,FOECA,9000,2018-08-16,920,RIW,RIW,4.9,9000,2.7432,,,
542,FOECA,12000,2018-08-16,841,RIW,RIW,4.9,12000,3.6576,,,
543,FOECA,9000,2018-08-16,920,RIW,RIW,4.9,9000,2.7432,,,
544,FOECA,12000,2018-08-16,841,RIW,RIW,4.9,12000,3.6576,,,
545,FOECA,9000,2018-08-16,920,RIW,RIW,4.9,9000,2.7432,,,
546,FOECA,1800,2018-09-28,1026,RIW,RIW,4.42,1800,0.54864,,,
547,FOECA,1800,2018-09-28,1026,RIW,RIW,4.42,1800,0.54864,,,
548,.DSCU,4000,2018-08-16,756,CYS,CYS,4.18,4000,1.2192,,,
549,.DSCU,4000,2018-08-16,756,CYS,CYS,4.18,4000,1.2192,,,
550,.DSCU,4000,2018-08-16,756,CYS,CYS,4.18,4000,1.2192,,,
