,lat,lon,mixing_height
0,48.940273,-114.87153,2.1516826453388918
1,48.936436,-114.879166,2.1516826453388918
2,48.781242,-114.675255,2.1516826453388918
3,48.779316,-114.68281,2.1516826453388918
4,48.610645,-114.12609,2.1516826453388918
5,48.530773,-114.1838,2.1516826453388918
6,48.769855,-114.98295,2.1516826453388918
7,48.532345,-114.510155,2.1516826453388918
8,48.531673,-114.51771,2.1516826453388918
9,48.45289,-114.57446,2.1516826453388918
10,48.366154,-114.294,2.1516826453388918
11,48.451645,-114.58071,2.1516826453388918
12,48.36596,-114.29874,2.1516826453388918
13,48.286533,-114.36215,2.1516826453388918
14,48.373886,-114.96454,2.1516826453388918
15,48.052876,-114.8861,2.1516826453388918
