OID_,Latitude,Longitude,Altitude_ft_asl,Aerosol_Type,Altitude_km_AGL
394,47.645396839208217,-116.038299190160629,4.300000000000000,6,3.2534318
395,47.648340627163464,-116.039454296454338,4.300000000000000,6,3.2930255
396,47.695447463189417,-116.058057010417372,4.300000000000000,6,3.0968864
397,47.698395424797994,-116.059220571656283,4.300000000000000,6,3.1254284
398,47.701344611026975,-116.060382444982338,4.300000000000000,6,3.1358612
399,47.704295168525285,-116.061542287168777,4.300000000000000,6,3.1421838
400,47.707247243941801,-116.062699754988699,4.300000000000000,6,3.1092794
401,47.710200983925404,-116.063854505215204,4.300000000000000,6,2.9360485
402,47.713156535124980,-116.065006194621404,4.300000000000000,6,2.9118049
403,47.716114044189446,-116.066154479980483,4.300000000000000,6,2.9721599
404,47.719073592065264,-116.067299143552873,4.300000000000000,6,2.9026570
405,47.722034996889398,-116.068440469548776,4.300000000000000,6,2.8410349
406,47.724998011096346,-116.069578867665612,4.300000000000000,6,2.7976947
407,47.727962387120655,-116.070714747600860,4.300000000000000,6,2.8622224
408,47.730927877396837,-116.071848519052111,4.300000000000000,6,2.9080784
409,47.733894234359468,-116.072980591716828,4.300000000000000,6,2.9953647
410,47.736861210443024,-116.074111375292418,4.300000000000000,6,3.1134646
411,47.739828558082067,-116.075241279476487,4.300000000000000,6,3.2409804
412,47.742796029711123,-116.076370713966483,4.300000000000000,6,3.2540674
413,47.745763377764703,-116.077500088459843,4.300000000000000,6,3.2406681
414,47.748730354677363,-116.078629812654171,4.300000000000000,6,3.1307051
415,47.751696712883650,-116.079760296246945,4.300000000000000,6,3.0630360
416,47.754662204818054,-116.080891948935601,4.300000000000000,6,3.1008692
417,47.757626582915101,-116.082025180417631,4.300000000000000,6,3.1693945
418,47.760589599609382,-116.083160400390625,4.300000000000000,6,3.3582399
419,47.763551063737282,-116.084297931010681,4.300000000000000,6,3.2098160
420,47.766511009742977,-116.085437744269129,4.300000000000000,6,3.2046316
421,47.769469528472520,-116.086579724615746,4.300000000000000,6,3.2536879
422,47.772426710771946,-116.087723756500509,4.300000000000000,6,3.2081623
423,47.775382647487348,-116.088869724373339,4.300000000000000,6,3.0988154
424,47.778337429464784,-116.090017512684170,4.300000000000000,6,3.1576478
425,47.781291147550291,-116.091167005882809,4.300000000000000,6,3.1002760
426,47.916727582579973,-116.144550990322514,2.980000000000000,3,1.7508523
427,47.919663961691377,-116.145717523245310,2.980000000000000,3,1.8486781
428,47.922600693186887,-116.146883642531009,2.980000000000000,3,1.8538303
429,47.925537901921423,-116.148049185240765,2.980000000000000,3,1.8682050
430,47.928475712749879,-116.149213988435775,2.980000000000000,3,1.8109134
431,47.931414250527133,-116.150377889177037,2.980000000000000,3,1.7648871
432,47.934353640108078,-116.151540724525702,2.980000000000000,3,1.7683364
433,47.937294006347656,-116.152702331542955,2.980000000000000,3,1.7392594
434,47.940235444747408,-116.153862585787721,2.980000000000000,3,1.6312890
435,47.943177933395852,-116.155021516810592,2.980000000000000,3,1.6099929
436,47.946121421028131,-116.156179192659977,2.980000000000000,3,1.7156618
437,47.949065856379420,-116.157335681384225,2.980000000000000,3,1.8717672
438,47.952011188184919,-116.158491051031888,2.980000000000000,3,1.9040650
439,47.954957365179787,-116.159645369651344,2.980000000000000,3,1.9336344
440,47.957904336099183,-116.160798705290915,2.980000000000000,3,1.9266857
441,47.960852049678302,-116.161951125999153,4.420000000000000,5,3.3248818
442,47.963800454652329,-116.163102699824421,4.420000000000000,5,3.2786579
443,47.966749499756396,-116.164253494815100,4.420000000000000,5,3.2709887
444,47.969699133725726,-116.165403579019696,4.420000000000000,5,3.1799216
445,47.972649305295477,-116.166553020486617,4.420000000000000,5,3.0674539
446,47.975599963200821,-116.167701887264229,4.420000000000000,5,3.0196416
447,47.978551056176919,-116.168850247400968,3.760000000000000,5,2.4181652
448,47.981502532958984,-116.169998168945327,3.760000000000000,5,2.3402050
449,47.984454311070479,-116.171145726564049,3.760000000000000,5,2.2359233
450,47.987406183188384,-116.172293021397920,4.420000000000000,5,2.8351581
451,47.990357910777895,-116.173440161205889,4.420000000000000,5,2.8634589
452,47.993309255304297,-116.174587253747077,4.420000000000000,5,2.8662164
453,47.996259978232828,-116.175734406780606,4.420000000000000,5,3.0169199
454,47.999209841028787,-116.176881728065567,4.420000000000000,5,3.0585485
455,48.002158605157362,-116.178029325360953,4.420000000000000,5,3.0375130
456,48.005106032083852,-116.179177306425942,4.690000000000000,5,3.3047869
457,48.008051883273524,-116.180325779019569,4.690000000000000,5,3.3279934
458,48.010995920191590,-116.181474850900855,4.690000000000000,5,3.4450383
459,48.013937904303333,-116.182624629829022,4.690000000000000,5,3.4069729
460,48.016877597074014,-116.183775223563089,4.690000000000000,5,3.2635548
461,48.019814759968888,-116.184926739862121,4.690000000000000,5,3.2141161
462,48.022749154453173,-116.186079286485167,4.210000000000000,5,2.7226584
463,48.025680541992188,-116.187232971191406,4.210000000000000,5,2.8422787
464,48.028608806603167,-116.188387870676564,4.210000000000000,5,2.9363108
465,48.031534322511618,-116.189543937383689,4.000000000000000,5,2.6386697
466,48.034457586495009,-116.190701092692308,4.000000000000000,5,2.5843785
467,48.037379095330849,-116.191859257982088,4.000000000000000,5,2.4932272
468,48.040299345796655,-116.193018354632756,4.690000000000000,5,3.1761570
469,48.043218834669929,-116.194178304023993,4.690000000000000,5,3.2706673
470,48.046138058728133,-116.195339027535340,4.690000000000000,5,3.4061973
471,48.093144923596448,-116.213964505026055,4.030000000000000,6,2.6029470
472,48.096105952721935,-116.215131774141653,4.030000000000000,6,2.7041693
473,48.099068268235342,-116.216299749591741,4.030000000000000,6,2.5623901
474,48.102031545715093,-116.217468502464925,4.660000000000000,6,3.1113653
475,48.104995460739580,-116.218638103849898,4.660000000000000,6,3.1029444
476,48.107959688887163,-116.219808624835125,4.660000000000000,6,3.1420155
477,48.110923905736243,-116.220980136509255,4.660000000000000,6,3.2640116
478,48.113887786865234,-116.222152709960923,4.660000000000000,6,3.3890200
479,48.116851074467526,-116.223326397268309,4.660000000000000,6,3.4826117
480,48.119813777196867,-116.224501174468202,4.660000000000000,6,3.5787778
481,48.122775970321989,-116.225676998586906,4.660000000000000,6,3.7496946
482,48.125737729111655,-116.226853826650739,4.660000000000000,6,3.8269658
483,48.128699128834647,-116.228031615686191,4.660000000000000,6,3.9470439
484,48.131660244759701,-116.229210322719524,4.660000000000000,6,3.9559345
485,48.134621152155582,-116.230389904777070,4.660000000000000,6,3.9002314
486,48.164234957555358,-116.242224281754829,4.630000000000000,6,4.0001845
487,48.167197687237540,-116.243410377959492,4.630000000000000,6,4.0002961
488,48.170160304807418,-116.244596573111750,4.630000000000000,6,4.0002961
489,48.270509321840905,-116.284422328084830,4.149999999999999,5,2.9291954
490,48.279411162185760,-116.287899323000389,4.240000000000000,5,2.8134651
491,48.282378778152236,-116.289058993403543,4.240000000000000,5,2.8246963
492,48.285346110318883,-116.290219176403212,4.240000000000000,5,2.7880175
493,48.288312887650349,-116.291379977927917,4.149999999999999,5,2.7503366
494,48.291278839111342,-116.292541503906278,4.149999999999999,5,2.7849340
495,48.294243738536487,-116.293703843337454,4.149999999999999,5,2.9837644
496,48.306092330876545,-116.298361591942509,4.300000000000000,5,3.2635801
497,48.309051718545902,-116.299528148578545,4.300000000000000,5,3.1366165
498,48.312009998418759,-116.300695561714292,4.300000000000000,5,2.9688230
