Latitude,Longitude,Altitude,Aerosol_Type
48.22772762542745,-114.6327315272377,3.19,3
48.23066425332065,-114.63389354583498,3.34,3
48.23360061645508,-114.63505554199217,3.34,3
48.236536896776585,-114.6362176507937,3.34,3
48.239473183634516,-114.63737993638755,3.34,3
48.24240954322896,-114.63854244518741,3.34,3
48.245346041760065,-114.6397052236071,3.34,3
48.248282745428,-114.64086831806036,4.66,6
48.251219720432886,-114.64203177496103,4.66,6
48.25415703297484,-114.64319564072274,4.66,6
48.257094749254016,-114.64435996175936,4.66,6
48.260032935470576,-114.64552478448462,4.66,6
48.2629716578246,-114.64669015531226,4.66,6
48.26591098251627,-114.64785612065613,4.66,6
48.26885097574573,-114.64902272692996,4.66,6
48.27179170371309,-114.65019002054748,4.66,6
48.2747332326185,-114.65135804792247,4.66,6
48.27767562866211,-114.65252685546876,4.66,6
48.28061892746933,-114.65369649326892,4.66,6
48.28356304236685,-114.65486702608148,4.66,6
48.2865078561066,-114.6560385223337,4.66,6
48.28945325144056,-114.65721105045289,4.66,6
48.2923991111207,-114.65838467886647,4.66,6
48.29534531789897,-114.65955947600172,4.66,6
48.29829175452732,-114.66073551028592,4.66,6
48.30123830375772,-114.66191285014646,4.66,6
48.30418484834214,-114.6630915640107,4.66,6
48.3071312710325,-114.66427172030583,4.66,6
48.31007745458081,-114.66545338745934,4.66,6
48.31302328173902,-114.6666366338985,4.66,6
48.315968635259075,-114.66782152805064,4.66,6
48.31891339789293,-114.66900813834305,4.66,6
48.32185745239258,-114.67019653320315,4.66,6
48.324800709408684,-114.671386725342,4.66,6
48.327743191187004,-114.67257850460626,4.66,6
48.33068494787193,-114.67377160512622,4.66,6
48.33362602960794,-114.67496576103228,4.66,6
48.3365664865395,-114.67616070645488,4.66,6
48.339506368811065,-114.67735617552441,4.66,6
48.342445726567036,-114.67855190237115,4.66,6
48.78574275951313,-114.85645863183434,3.6399999999999997,3
48.78869551239232,-114.85764158125322,3.6399999999999997,3
48.79164709739421,-114.85882541983231,3.6399999999999997,3
48.79459733512858,-114.86001024478337,3.6399999999999997,3
48.797546046205184,-114.86119615331795,3.6399999999999997,3
48.80049305123378,-114.8623832426477,3.6399999999999997,3
48.80343817082409,-114.86357160998415,3.6399999999999997,3
48.80638122558594,-114.86476135253908,3.6399999999999997,3
48.809322102102826,-114.86595253943933,3.6399999999999997,3
48.81226095085362,-114.8671451274737,3.6399999999999997,3
48.81519798829094,-114.8683390453461,3.6399999999999997,3
48.81813343086741,-114.86953422176057,3.6399999999999997,3
48.821067495035706,-114.87073058542119,3.6399999999999997,3
48.82400039724844,-114.87192806503197,3.6399999999999997,3
48.826932353958235,-114.87312658929686,3.6399999999999997,3
