Latitude,Longitude,Altitude,Aerosol_Type
47.63735210397914,-114.40074165818065,3.8200000000000003,5
47.640298958535695,-114.40188600478754,3.8200000000000003,5
47.643246095888,-114.40303049862676,3.8200000000000003,5
47.646193506398085,-114.40417506155833,3.8200000000000003,5
47.64914118042794,-114.40531961544215,3.8200000000000003,5
47.652089108339524,-114.40646408213813,3.8200000000000003,5
47.65503728049483,-114.40760838350616,3.8200000000000003,5
47.65798568725587,-114.40875244140628,3.8200000000000003,5
47.66093431868039,-114.4098961991388,3.8200000000000003,5
47.66388316360944,-114.41103968576651,3.8200000000000003,5
47.66683221057978,-114.41218295179243,3.8200000000000003,5
47.669781448128205,-114.41332604771969,3.8200000000000003,5
47.67273086479154,-114.41446902405154,3.8200000000000003,5
47.675680449106586,-114.41561193129112,3.8200000000000003,5
47.678630189610104,-114.41675481994149,3.8200000000000003,5
47.72584711096098,-114.43508104443717,3.8200000000000003,5
47.72880164592823,-114.43623190505215,3.8200000000000003,5
47.73175709954346,-114.43738379573796,3.8200000000000003,5
47.73471356798761,-114.43853678250929,3.8200000000000003,5
47.73767114744162,-114.43969093138077,3.8200000000000003,5
47.74062993408637,-114.44084630836697,3.8200000000000003,5
47.74359002410281,-114.44200297948257,3.8200000000000003,5
47.74655151367187,-114.4431610107422,3.8200000000000003,5
47.749514436558144,-114.44432042507611,3.8200000000000003,5
47.75247857686105,-114.44548107307736,3.8200000000000003,5
47.75544365626365,-114.44664276225451,3.8200000000000003,5
47.75840939644902,-114.44780530011619,3.8200000000000003,5
47.76137551910027,-114.44896849417111,3.8200000000000003,5
47.76434174590048,-114.4501321519279,3.8200000000000003,5
47.767307798532705,-114.4512960808951,3.8200000000000003,5
47.770273398680054,-114.4524600885814,3.8200000000000003,5
47.77323826802561,-114.45362398249549,3.8200000000000003,5
47.776202128252415,-114.45478757014591,3.8200000000000003,5
47.779164701043605,-114.45595065904138,3.8200000000000003,5
47.782125708082255,-114.4571130566905,3.8200000000000003,5
47.785084871051424,-114.4582745706019,3.8200000000000003,5
47.788041911634195,-114.4594350082842,3.8200000000000003,5
47.79099655151367,-114.46059417724612,3.8200000000000003,5
47.79394861524546,-114.46175193945962,3.8200000000000003,5
47.796898338875394,-114.46290837475073,3.8200000000000003,5
47.79984606132178,-114.46406361740875,3.8200000000000003,5
47.80279212150295,-114.46521780172306,3.8200000000000003,5
47.80573685833728,-114.46637106198301,3.8200000000000003,5
47.80868061074311,-114.46752353247803,3.8200000000000003,5
47.81162371763875,-114.46867534749738,3.8200000000000003,5
47.81456651794256,-114.46982664133051,3.58,3
47.8175093505729,-114.47097754826675,3.58,3
47.82045255444806,-114.47212820259541,3.58,3
47.82339646848642,-114.47327873860597,3.58,3
47.826341431606345,-114.47442929058775,3.58,3
47.82928778272612,-114.47557999283006,3.58,3
47.83223586076411,-114.4767309796223,3.58,3
47.83518600463867,-114.47788238525389,3.58,3
47.83813845737713,-114.47903431392054,3.58,3
47.841093078442874,-114.48018674944387,3.58,3
47.84404963140825,-114.4813396455519,3.58,3
47.84700787984562,-114.48249295597253,3.58,3
47.8499675873274,-114.48364663443388,3.58,3
47.85292851742594,-114.48480063466394,3.58,3
47.85589043371358,-114.48595491039063,3.58,3
47.90324389862607,-114.50442552794,3.58,3
47.906195564582404,-114.50557846550652,3.58,3
47.90914623995016,-114.50673110895772,3.58,3
47.912095941515034,-114.50788344127551,3.58,3
47.91504468606271,-114.50903544544161,3.58,3
47.9179924903788,-114.51018710443782,3.58,3
47.920939371249005,-114.51133840124588,3.58,3
47.923885345459,-114.51248931884766,3.58,3
47.92683043486589,-114.51363987794258,3.58,3
47.929774681612905,-114.51479025010146,3.58,3
47.93271813291467,-114.51594064461266,3.58,3
47.93566083598582,-114.5170912707646,3.58,3
47.93860283804106,-114.51824233784579,3.58,3
47.94154418629501,-114.51939405514467,3.58,3
47.94448492796233,-114.52054663194963,3.58,3
47.94742511025769,-114.52170027754914,3.58,3
47.95036478039576,-114.52285520123169,3.58,3
47.95330398559115,-114.52401161228562,3.58,3
47.956242773058555,-114.52516971999947,3.58,3
47.95918119001264,-114.52632973366167,3.58,3
47.96211928366803,-114.52749186256064,3.58,3
47.96505710123939,-114.52865631598479,3.58,3
47.9679946899414,-114.52982330322264,3.58,3
47.97093210570816,-114.5309929546749,3.58,3
47.97386943935171,-114.53216508519188,3.58,3
47.97680679040352,-114.53333943073594,3.58,3
47.97974425839508,-114.53451572726973,3.58,3
47.98268194285789,-114.53569371075577,3.58,3
47.98561994332346,-114.5368731171566,3.58,3
47.98855835932321,-114.53805368243466,3.58,3
47.99149729038869,-114.53923514255261,4.66,6
47.99443683605138,-114.54041723347292,4.66,6
47.997377095842744,-114.54159969115807,4.66,6
48.00031816929428,-114.54278225157069,4.66,6
48.003260155937504,-114.54396465067329,4.66,6
48.00620315530387,-114.54514662442836,4.66,6
48.00914726692487,-114.54632790879843,4.66,6
48.01209259033203,-114.5475082397461,4.66,6
48.015039195279925,-114.54868740953164,4.66,6
48.01798703241578,-114.54986543560673,4.66,6
48.02093602260991,-114.55104239172081,4.66,6
48.02388608673261,-114.55221835162328,4.66,6
48.026837145654255,-114.55339338906367,3.13,5
48.02978912024516,-114.55456757779142,3.13,5
48.032741931375625,-114.55574099155591,3.13,5
48.035695499915995,-114.55691370410663,2.9499999999999997,5
48.0386497467366,-114.55808578919303,2.9499999999999997,5
48.04160459270774,-114.55925732056453,2.9499999999999997,5
48.04455995869977,-114.56042837197062,4.66,6
48.047515765583015,-114.56159901716076,4.66,6
48.05047193422778,-114.56276932988435,4.66,6
48.0534283855044,-114.56393938389083,4.66,6
48.0563850402832,-114.56510925292972,4.66,6
48.05934181566413,-114.56627897747481,4.66,6
48.06229861366565,-114.56744846489786,4.66,6
48.06525533253577,-114.5686175892949,4.66,6
48.06821187052256,-114.56978622476203,4.66,6
48.07116812587412,-114.57095424539538,4.66,6
48.07412399683849,-114.57212152529107,4.66,6
48.077079381663694,-114.5732879385451,4.66,6
48.12425093592053,-114.59177274585063,4.66,6
48.127197128018175,-114.59292330108383,4.66,6
48.13014464549692,-114.59407523705447,4.66,6
48.133093791388774,-114.59522892937528,4.66,6
48.13604486872571,-114.59638475365901,4.66,6
48.13899818053967,-114.59754308551821,4.66,6
48.14195402986262,-114.59870430056566,4.66,6
48.14491271972658,-114.59986877441408,4.66,6
48.14787443288409,-114.60103675567042,4.66,6
48.15083887097041,-114.60220798491945,4.66,6
48.15380561534132,-114.60338207574011,4.66,6
48.15677424735266,-114.60455864171136,4.66,6
48.15974434836028,-114.60573729641236,4.66,6
48.16271549972001,-114.60691765342204,4.66,6
48.165687282787644,-114.60809932631939,4.66,6
48.21303333625235,-114.62691574899664,4.66,6
48.215974364365444,-114.62808017207429,4.66,6
48.21891410224442,-114.62924380861851,4.66,6
48.221852754984376,-114.63040681144808,3.19,3
48.22479052768037,-114.63156933338162,3.19,3
